,time_step,conversion_rate,cost_of_production,fiat_reserve,mech_step,operational_budget,overhead_cost,producer_roi_estimate,run,smooth_avg_fiat_reserve,smooth_avg_token_reserve,token_reserve,token_supply,tx_volume,volume_of_production,price
109,109,0.7503364282706305,4.721623591695443,906142.111154212,5.0,25000.0,516.9937812535518,0.20931527180596265,5.5,704876.2839325602,513567.621238601,543105.092331364,671787.1609264904,90228.30001292714,169.0137214439339,1.3327355067976536
110,110,0.7327338319801737,4.680760656242784,928885.292548751,5.0,25000.0,517.0017305263733,0.21791244098865817,5.5,725453.7641175406,516584.8171792733,545791.4982600366,675069.2893172265,90751.9496683566,169.27781080270537,1.364752050956285
111,111,0.715845597195841,4.671298202668284,951771.1458295577,5.0,25000.0,517.0087980225143,0.22620065899133068,5.5,746250.8933641282,519569.74169036414,548449.7381902481,678318.5964240554,91281.6354119454,169.72957941900552,1.3969492917428954
112,112,0.6996384391200348,4.783966162844317,974829.4150514002,5.0,25000.0,517.0163975582966,0.23164089478702088,5.5,767260.6050183616,522522.83190731745,551084.9832512429,681535.4104598142,91931.00741215816,170.35945621115889,1.429309689241407
113,113,0.684076528666316,4.926298137889435,998001.6181055309,5.0,25000.0,517.0259834140317,0.23286825872133424,5.5,788477.5251983568,525444.5805131679,553689.5955724955,684720.0563552146,92357.51034656173,171.08121427322203,1.4618247492712728
114,114,0.6691307521366159,4.930778643650311,1021290.3986001112,5.0,25000.0,517.0333214090142,0.23163857583912092,5.5,809892.4871440668,528335.406093566,556268.4000626013,687872.8557916634,92787.69287797407,171.8013061798802,1.494476224275866
115,115,0.6547724258943292,5.034366377572147,1044670.1477425714,5.0,25000.0,517.0406361616751,0.2282097011539755,5.5,831496.8022477924,531195.6842117076,558818.6844517115,690994.1272337479,93119.00352811826,172.4906619355521,1.5272481864735483
116,116,0.6409760764445824,4.962538131698002,1068218.1534936512,5.0,25000.0,517.0466569584765,0.2245610194874258,5.5,853282.344957302,534025.7888735583,561350.0238448157,694084.1859614098,93747.93985443904,173.08576879932366,1.560120629691642
117,117,0.627709752127492,4.967578764746593,1091855.6077944473,5.0,25000.0,517.0555916059075,0.2217976404650724,5.5,875245.9877009226,536826.113356082,563850.9359824974,697143.3441017951,94078.25772099059,173.62041396040266,1.5930929806502248
118,118,0.6149487227403422,4.937116913442152,1115574.2492206162,5.0,25000.0,517.0610768610647,0.2195800700328412,5.5,897378.8062090387,539597.0146489316,566324.5723480305,700171.9106607779,94369.17360276567,174.09180390617945,1.6261518448949492
119,119,0.602671907067979,4.908695601748177,1139355.4696738368,5.0,25000.0,517.0657811530047,0.2177993238491676,5.5,919671.624683302,542338.7973780229,568772.526768937,703170.1915541701,94587.77029416579,174.52161352734356,1.6592776073884656
120,120,0.5908582209937626,4.773059396416939,1163221.8103043432,5.0,25000.0,517.0696228613305,0.2176109990442929,5.5,942115.2186950382,545051.7960007378,571197.3291165386,706138.489638627,94891.68359621082,174.91180446435797,1.69245339147199
121,121,0.5794854735794993,4.764437642474457,1187162.7514365125,5.0,25000.0,517.0742274810158,0.2189245171542572,5.5,964702.7615318345,547736.3323963528,573597.0238165493,709077.1047422412,95159.06401383322,175.32080322283676,1.725668796877633
122,122,0.5685331589105954,4.8204314526154075,1211168.0941609496,5.0,25000.0,517.0785119460946,0.2194701485382007,5.5,987427.0792301012,550392.7588687099,575972.8456791076,711986.3336948196,95389.44367862296,175.74935355306673,1.758912359511567
123,123,0.5579809562183301,4.715461790074771,1235268.0138469525,5.0,25000.0,517.0825451958933,0.22109304717769215,5.5,1010281.6007149293,553021.4278792328,578326.235690737,714866.4703578707,95733.96127088337,176.16045867816814,1.7921758598670061
124,124,0.5478088623442837,4.813733022298402,1259424.068038551,5.0,25000.0,517.0876831537676,0.22253328425103985,5.5,1033261.89580291,555622.649732752,580653.5764990321,717717.8056542914,95934.03904227672,176.61853420668425,1.8254542208766347
125,125,0.5380000652121981,4.75010421609644,1283639.0799304403,5.0,25000.0,517.0915123418617,0.22344658385478344,5.5,1056361.0974415378,558196.7507859927,582957.8255122976,720540.6275977482,96141.57093564574,177.08480496332837,1.858735834177975
126,126,0.5285376549437845,4.897912429231303,1307930.3602798858,5.0,25000.0,517.0954373301183,0.2227918776556439,5.5,1079573.596558286,560744.0352026637,585239.9237546789,723335.2213217714,96419.13489196199,177.5928162132859,1.8920127840396925
127,127,0.5194049692155701,4.860553430951406,1332305.314544836,5.0,25000.0,517.100206614449,0.2203398407148207,5.5,1102895.7898358733,563264.8346334009,587499.9747371896,726101.8691085544,96726.64019428816,178.0792722146628,1.925280001672389
128,128,0.5105854909227384,4.987147625715332,1356729.0170626738,5.0,25000.0,517.1051375914838,0.21584019463327198,5.5,1126324.318509259,565759.4570627311,589735.3658698385,728840.8504174679,96901.50782794751,178.5396275832822,1.9585358725975228
129,129,0.5020654552896717,4.868620841658836,1381200.9881986103,5.0,25000.0,517.1085067435828,0.21153656836970056,5.5,1149853.4509754784,568228.2081450598,591947.7714836516,731552.4419132927,97069.01602097663,178.88564662274024,1.9917721672825308
130,130,0.49383174128295565,4.809776032295419,1405718.3793345913,5.0,25000.0,517.1113120128,0.2097122008683678,5.5,1173477.9337828213,570671.3360855156,594137.9360160712,734236.9174941597,97225.28490550826,179.1624024488098,2.0249812160758216
131,131,0.48587133267689575,4.808636108606863,1430279.4989256726,5.0,25000.0,517.1137996016635,0.20844486517582886,5.5,1197192.722254934,573089.1162345792,596305.6190437893,736894.5483192189,97376.77702391692,179.40865573966002,2.058158061086925
132,132,0.47817216217665987,4.858220962203206,1454905.212281994,5.0,25000.0,517.1161351482225,0.20645769032389175,5.5,1220993.598436124,575481.830890792,598452.9516451431,739525.6028360276,97611.35104626985,179.61149012562512,2.091296982760263
133,133,0.470721627046528,4.8285696094251165,1479584.1861337738,5.0,25000.0,517.1192043802894,0.20434369351162424,5.5,1244878.1225320366,577849.7659366087,600577.8252751206,742130.3468076678,97802.54521035236,179.74255700900878,2.124397823559435
134,134,0.4635083674491407,4.992135520048087,1504308.0986609398,5.0,25000.0,517.1216015431925,0.2004688038828544,5.5,1268843.1024132208,580193.1817636575,602680.9837740886,744709.0433395911,97963.67062499405,179.8226924091058,2.1574583550743056
135,135,0.45652197292963315,5.088726135408829,1529061.857937131,5.0,25000.0,517.1235286276434,0.1944914803909745,5.5,1292884.6353012647,582512.3667074502,604762.130720682,747261.9529061952,98066.64132146607,179.79056041960442,2.1904750686647385
136,136,0.44975307032587275,4.972222804935424,1553841.7211862362,5.0,25000.0,517.1244158057854,0.18994044004472785,5.5,1316998.0149270878,584807.577649436,606822.0317848708,749789.3333771323,98150.28757969201,179.62368240584402,2.2234422975154806
137,137,0.44319246536355306,5.115687690465183,1578652.5162725511,5.0,25000.0,517.1246121163902,0.1853380892650893,5.5,1341178.7993614527,587079.0547959404,608861.3142699451,752291.4400433616,98255.71618947093,179.392618925534,2.25635604878728
138,138,0.43683143545984005,5.091468622696164,1603482.5440429407,5.0,25000.0,517.1247924247132,0.18020377099970974,5.5,1365423.0353078577,589327.0670856113,610879.3743804133,754768.5256429268,98316.04285598894,179.0455085288336,2.2892125401811536
139,139,0.43066185270839735,5.153085123435736,1628344.5513035348,5.0,25000.0,517.1240500338122,0.17508667591270766,5.5,1389726.62079118,591551.856326508,612877.7491376026,757220.8403864977,98425.65655984062,178.59781662126852,2.322007379365229
140,140,0.42467543986461204,5.026153616569107,1653240.4791342632,5.0,25000.0,517.1234521260817,0.1716682055191211,5.5,1414086.8280437787,593753.673364455,614855.8140437923,759648.631982634,98541.9273479032,178.0228729881519,2.354739422460605
141,141,0.4188642498959301,5.200110363302704,1678165.0765619762,5.0,25000.0,517.1224654256706,0.16801981240286423,5.5,1438501.286413396,595932.7452297391,616813.6370515272,762052.1456628073,98641.58413223212,177.38345926900243,2.3874083315739107
142,142,0.41322094013235916,5.145024748724788,1703117.820473609,5.0,25000.0,517.1211445268775,0.1640391465153819,5.5,1462967.394466583,598089.3249891733,618751.5257931494,764431.6242061786,98737.85210564888,176.62330779689844,2.42001288627747
143,143,0.4077384580181903,5.268216979897053,1728095.9574134382,5.0,25000.0,517.1193555049116,0.1600152631036624,5.5,1487482.7711585271,600223.6370032362,620669.6339374264,766787.3079641182,98824.75674718742,175.77818723666695,2.4525525623962294
144,144,0.40241018707242066,5.131216909028174,1753093.8106066687,5.0,25000.0,517.1172119186534,0.1575673730157039,5.5,1512044.8911382705,602335.9146291595,622567.7099264105,769119.4348844765,98887.14517008318,174.82674882370972,2.4850265528194315
145,145,0.39722997437536584,5.13150925735885,1778115.9957055456,5.0,25000.0,517.1144259028968,0.157592160465085,5.5,1536651.1956601874,604426.3602267695,624446.5523204696,771428.2405356303,98967.40155628465,173.84805275005917,2.5174333874790666
146,146,0.39219177739799627,5.063632079169755,1803156.8277441054,5.0,25000.0,517.1117713470171,0.15924581462270324,5.5,1561299.5478470663,606495.188648334,626305.8083426765,773713.958130275,99026.5647188331,172.88272413960686,2.549772987680973
147,147,0.3872899975732385,5.0807092452048055,1828215.9645179897,5.0,25000.0,517.1089457609678,0.16215691055160286,5.5,1585987.6101338763,608542.612042067,628146.0587449169,775976.8185489723,99085.9381975465,171.98087202600655,2.582044478984756
148,148,0.3825193158307855,5.03005567300084,1853297.5576970757,5.0,25000.0,517.1063441333237,0.16562677011120494,5.5,1610713.3143946852,610568.8556305607,629967.6243748331,778217.0503634827,99161.21468141885,171.14621159862958,2.6142470683555454
149,149,0.37787451450224757,4.9309782555343125,1878396.5655149517,5.0,25000.0,517.1041505627868,0.17096503078367123,5.5,1635475.0408451573,612574.1245605525,631770.2052343669,780434.8798598485,99216.46384291051,170.39677350921616,2.6463811705249363
150,150,0.373350738865479,4.986617237921893,1903506.7603281853,5.0,25000.0,517.102059772456,0.17658534444459748,5.5,1660270.7959944378,614558.6272932374,633554.147021505,782630.5310612494,99250.27344584861,169.79195344870035,2.6784465541403613
151,151,0.36894349239625845,5.278694585848135,1928630.7891841445,5.0,25000.0,517.1002917526027,0.17731219069872545,5.5,1685098.3197351983,616522.6007816126,635320.3590380772,784804.2257506358,99299.42583845159,169.29777765956973,2.710442169626248
152,152,0.364648402660501,5.256775725631482,1953770.0250164852,5.0,25000.0,517.0990636493556,0.17556252766957592,5.5,1709955.8186066342,618466.2919725995,637068.6353974369,786956.1834931289,99350.91430281856,168.7675670144818,2.7423676963999513
153,153,0.36046116092092456,5.20042432662198,1978924.840196411,5.0,25000.0,517.0976630457882,0.17545193994894825,5.5,1734841.876716966,620389.8976193187,638798.9260365989,789086.6216581977,99401.44174258612,168.21835822524397,2.7742239897500993
154,154,0.3563776660774295,5.098813396227314,2004093.006292172,5.0,25000.0,517.096176454884,0.17770850974928074,5.5,1759755.1485442722,622293.6146304657,640511.2931213088,791195.7554416168,99443.15959912662,167.68566415946333,2.8060119788279096
155,155,0.3523940528393732,4.932257658674826,2029274.4513486987,5.0,25000.0,517.0946623330528,0.18322691853884285,5.5,1784694.256097763,624177.6336260912,642205.9095735509,793283.797887201,99483.49766719852,167.21811354161326,2.837732339529055
156,156,0.34850662790204734,5.043590624591117,2054465.177679021,5.0,25000.0,517.0934033437456,0.1888397353338266,5.5,1809657.8533401033,626042.1434188784,643883.0378911126,795350.9599083285,99512.43004703197,166.88526160411715,2.869385888067139
157,157,0.344711959315142,5.009657372498648,2079665.906888376,5.0,25000.0,517.0925770780924,0.19345895822328063,5.5,1834644.4009187527,627887.3563219706,645543.0007685353,797397.4503092457,99544.45504482751,166.65130298744688,2.90097274833967
158,158,0.3410067321499922,4.988507355977111,2104880.0856787087,5.0,25000.0,517.0921253769194,0.20342667351017252,5.5,1859652.7093921858,629713.4626957885,647185.7914289896,799423.4758061527,99584.46238399904,158.83836832635976,2.9324934252621992
159,159,0.33738767778165907,4.897583756160972,2130105.772229101,5.0,25000.0,517.0548175450318,0.218380133877259,5.5,1884681.9355405378,631520.6339682589,648811.5232363555,801429.2410480918,99619.61992941203,158.13573725012287,2.9639493847998546
160,160,0.33385175937717315,4.97129371843133,2155337.3149652006,5.0,25000.0,517.0561303963821,0.23153209611498218,5.5,1909730.962858658,633309.0676827229,650420.4779283651,803414.9486376101,99637.72353654158,158.6403471554634,2.995341411007026
161,161,0.3303961558365912,5.057874174590288,2180577.108343492,5.0,25000.0,517.0583035286088,0.24071128891723054,5.5,1934798.429158006,635078.9759095927,652013.1804850312,805380.7991512344,99666.85965133278,159.30048720268292,3.0266695974955122
162,162,0.32701810136472825,5.106564998063383,2205825.5304076048,5.0,25000.0,517.0612967721372,0.24704974977106042,5.5,1959883.3128079788,636830.5666402004,653589.6445519424,807326.9911597222,99697.55561368693,160.04050993364098,3.0579347009439237
163,163,0.3237149336846054,5.118880264735772,2231079.396849979,5.0,25000.0,517.0647292227272,0.2514512580057846,5.5,1984984.6734153642,638564.0349859193,655149.7934301652,809253.7212481257,99715.06194629945,160.8188957666392,3.0891376823977397
164,164,0.32048415076807224,5.342136443796738,2256339.3605780783,5.0,25000.0,517.0682937144712,0.2514137295002516,5.5,2010101.423533191,640279.5727638137,656694.1419637422,811161.1840356443,99738.22722473148,161.62028369386857,3.1202791077293535
165,165,0.31732336048666965,5.359180483576068,2281605.7513952,5.0,25000.0,517.0720910484022,0.24758175189217685,5.5,2035232.6118810005,641977.3862726073,658222.7121372952,813049.5721952879,99761.336191607,162.34004417834933,3.1513595420971496
166,166,0.3142302253865789,5.4243233388730285,2306876.4154593972,5.0,25000.0,517.0755947183253,0.24195357682859353,5.5,2060377.421518151,643657.6554715082,659735.5072111397,814919.076473334,99775.50818653006,162.95916326258788,3.18238004879944
167,167,0.31120254345695947,5.391222093100347,2332151.819493309,5.0,25000.0,517.0786474041165,0.23586337590219011,5.5,2085534.9261141105,645320.560171598,661232.6940461072,816769.885708601,99790.44590587591,163.45368053205922,3.2133413464157754
168,168,0.30823817472227955,5.249901949661956,2357432.4125639647,5.0,25000.0,517.0812194556594,0.2319710358264907,5.5,2110704.3591623106,646966.2634950462,662714.2832339699,818602.1868515145,99804.84524018808,163.84239768231487,3.2442444901608734
169,169,0.30533505918336573,5.323891879674128,2382717.7334827515,5.0,25000.0,517.0833728785051,0.22810885883720083,5.5,2135885.0434382968,648594.9250312136,664180.5922569126,820416.1649829989,99820.28597328266,164.2003768838353,3.2750906583559427
170,170,0.30249125105110203,5.321879011719796,2408006.19314211,5.0,25000.0,517.0854033077733,0.22307055676353207,5.5,2161076.2591716973,650206.7244009965,665631.7350888108,822212.0033331693,99830.28873215851,164.49855058736645,3.3058807371293617
171,171,0.299704890091159,5.517027957019882,2433297.060520581,5.0,25000.0,517.0870633472098,0.21571516927380177,5.5,2186277.255416832,651801.8354103703,667068.0463813953,823989.8832998377,99840.19928250712,164.73811172296377,3.3366155610468597
172,172,0.29697420552574655,5.581724826934429,2458590.772847863,5.0,25000.0,517.0884125696435,0.20618048774444891,5.5,2211487.276170041,653380.4457870256,668489.655816299,825749.9844668395,99851.72646354247,164.84414970992466,3.367295816920045
173,173,0.2942974685307725,5.471829579202144,2483887.8929053536,5.0,25000.0,517.0891457835825,0.197979864796457,5.5,2236705.742305689,654942.7214186351,669896.4677036532,827492.4846221711,99861.61512237522,164.78804725812822,3.397922533932491
174,174,0.2916729957685091,5.422855786298314,2509188.8877659827,5.0,25000.0,517.0891662617793,0.19202107072040675,5.5,2261932.187396506,656488.8099112959,671288.648073095,829217.5597759489,99873.30652884224,164.62094233658735,3.428497030947856
175,175,0.2890991813188727,5.427226020521898,2534493.048513962,5.0,25000.0,517.0887352748151,0.18729747236806235,5.5,2287166.1682041083,658018.8695591469,672666.3955672039,830925.384178191,99883.82783747485,164.36923297672843,3.45902051828024
176,176,0.2865744924286203,5.2892636389887695,2559800.106901312,5.0,25000.0,517.0879338030702,0.18509634364798108,5.5,2312407.2417800054,659533.0581269099,674029.7394444613,832616.1303364094,99891.52516443298,164.0463918433115,3.4894940981150966
177,177,0.2840974448443587,5.2876842171583,2585110.1478829756,5.0,25000.0,517.0868009909717,0.18486026207612336,5.5,2337655.0070241936,661031.5219083427,675378.9183189389,834289.9690330443,99900.85160550324,163.72244128511574,3.5199190212634424
178,178,0.28166662561958244,5.200710058511475,2610422.54780839,5.0,25000.0,517.0856786208999,0.18607092739449727,5.5,2362909.0582734644,662514.4190999386,676714.0323990979,835947.0693427137,99907.96831631342,163.408891057805,3.5502963753703467
179,179,0.27928067279415236,5.248509968352248,2635736.5538619347,5.0,25000.0,517.0845519215275,0.18768928914377458,5.5,2388168.992439535,663981.9018318335,678035.3020820371,837587.5986492872,99913.69205607232,163.13982144371892,3.58062729509773
180,180,0.27693829715256507,5.332743916866301,2661051.1662072283,5.0,25000.0,517.0835919369334,0.1880188652568198,5.5,2413434.3371917726,665434.1348238682,679342.9454600567,839211.7226627924,99917.65717746309,162.90028525912345,3.6109126483474436
181,181,0.2746382622607893,5.418102336588953,2686366.4658868806,5.0,25000.0,517.0827107797476,0.18692607572792924,5.5,2438704.603929349,666871.2837687811,680637.1325875551,840819.6054361643,99922.49136971148,162.6519245318469,3.64115324561159
182,182,0.27237937131551376,5.393428842960363,2711682.9313117065,5.0,25000.0,517.0818042526596,0.18581505788014888,5.5,2463979.3847300513,668293.5082771525,681917.8984158493,842411.4093818042,99927.43170077774,162.3610697662876,3.6713499820867073
183,183,0.2701604603211103,5.395722865098014,2737000.298011213,5.0,25000.0,517.0807498059731,0.18543205153799341,5.5,2489258.355978363,669700.9560472151,683185.3499051189,843987.295287987,99931.00922557588,162.0448452862465,3.7015039092375286
184,184,0.2679804129866603,5.328992020768395,2762318.843713399,5.0,25000.0,517.0796161868722,0.18631067438650029,5.5,2514541.1932264,671093.7749940244,684439.5964902134,845547.4223351075,99935.04276843002,161.7191944134413,3.7316160119873336
185,185,0.2658381466815248,5.327358286502207,2787638.4961522366,5.0,25000.0,517.078464484422,0.18747179344913928,5.5,2539827.6316378633,672472.1079066371,685680.7982689178,847091.9481117564,99939.62517797369,161.42339071389245,3.761687374378231
186,186,0.263732622503259,5.278362975676806,2812958.929132139,5.0,25000.0,517.0774485142254,0.188839986482745,5.5,2565117.40413056,673836.1014584323,686909.0667709154,848621.0286306383,99943.06646724443,161.1462052515912,3.7917190164354535
187,187,0.26166283756664255,5.261130090009341,2838280.173442502,5.0,25000.0,517.0764784748333,0.19075580287778135,5.5,2590410.2609037543,675185.8978044128,688124.5414706041,850134.8183443315,99946.82090484454,160.9067017057163,3.821711975990138
188,188,0.2596278246488094,5.109221377612677,2863602.4921791186,5.0,25000.0,517.0756610160981,0.1947850818937738,5.5,2615705.9810436154,676521.6369436736,689327.2700373123,851633.4701608885,99950.20808230831,160.71260963542895,3.851667290871729
189,189,0.25762664442067673,5.17101984724418,2888924.94745349,5.0,25000.0,517.0750005686247,0.19926522827189355,5.5,2641004.372817517,677843.4533885276,690517.4879098639,853117.1354592788,99952.3996006185,160.62771634225086,3.881586092341858
190,190,0.2556584120627387,5.050679556668555,2914247.8778075934,5.0,25000.0,517.074771703094,0.20409792777292907,5.5,2666305.1661374597,679151.4947671237,691695.2809360407,854585.9641046865,99954.93635012733,160.6253640671282,3.9114691823815266
191,191,0.2537222583580202,5.1381868898963985,2939570.795163595,5.0,25000.0,517.0748282980364,0.20855015223837342,5.5,2691608.173985369,680445.8967710477,692860.85260367,856040.1044636396,99957.64240541981,160.74547931483858,3.941317590626711
192,192,0.2518173583606292,4.966699355557107,2964894.244648011,5.0,25000.0,517.0753556374029,0.214139731992669,5.5,2716913.163493104,681726.8048692468,694014.2248188903,857479.7034190027,99960.44594583909,160.95036619422618,3.9711321193668225
193,193,0.24994289623988045,5.0508210512203515,2990217.341158137,5.0,25000.0,517.0761569251882,0.21996630737939557,5.5,2742219.995592879,682994.3485389898,695155.6067492845,858904.9063848124,99962.1391869008,161.30622890094477,4.000913868903315
194,194,0.24809810786575473,4.987259431570676,3015540.325312755,5.0,25000.0,517.0775333467283,0.22488497626380724,5.5,2767528.4216903574,684248.6742021864,696285.1172082776,860315.8573209645,99964.67087755131,161.77012366614386,4.03066354920005
195,195,0.24628224084904526,5.129180482950116,3040862.572993164,5.0,25000.0,517.0792822826055,0.22745187142088072,5.5,2792838.268350878,685489.9186627329,697402.973010015,861712.6987477557,99967.34364842808,162.34618292182685,4.060382090696234
196,196,0.244494585125096,5.11470995708196,3066184.164189522,5.0,25000.0,517.0814448536645,0.22808560769174008,5.5,2818149.2928753574,686718.2312040401,698509.2476429597,863095.5717602777,99969.73583273217,162.94295539533297,4.090070131771419
197,197,0.24273443854913634,5.039199363212393,3091505.42406178,5.0,25000.0,517.0836384655303,0.22984074906413762,5.5,2843461.345867128,687933.7432587765,699603.9648858468,864464.6160426764,99971.37107250262,163.54898823748655,4.119728564175584
198,198,0.24100112096326995,4.988842536510126,3116826.4555282714,5.0,25000.0,517.0858746671382,0.23252131646578478,5.5,2868774.3022140707,689136.5812979477,700687.2351089012,865819.9698822491,99973.17607435775,164.19056683931666,4.149358293451283
199,199,0.23929397521184276,4.957821299089168,3142147.078552093,5.0,25000.0,517.0882885616737,0.2356065567276124,5.5,2894088.041531088,690326.871920128,701759.1916771829,867161.7701834252,99974.9688933033,164.88243307860182,4.178960206226327
200,200,0.23761236845939557,5.015973705826805,3167466.864040423,5.0,25000.0,517.0909100377961,0.23710505403742804,5.5,2919402.4257975626,691504.7446708287,702820.0169697495,868490.1524815911,99976.7932863015,165.63917953402387,4.208535130067883
201,201,0.23595569606152433,5.118545733621839,3192785.416172434,5.0,25000.0,517.0937845101267,0.2352678215293791,5.5,2944717.281695596,692670.3356289656,703869.8865160794,869805.2509567757,99978.69429670279,166.40947836122712,4.238083744921567
202,202,0.23432337354037622,4.947286934404437,3218103.5173867303,5.0,25000.0,517.096671894205,0.23432438054846827,5.5,2970032.4595261035,693823.7765682462,704908.74484136,871107.1984472084,99979.845005115,167.12455384624678,4.26760670474766
203,203,0.23271481810992248,5.024495901396558,3243420.8281620084,5.0,25000.0,517.099301131887,0.23377660174089243,5.5,2995347.906216465,694965.1818026782,705936.780417343,872396.1264627363,99981.53326353648,167.85392497239474,4.297104963585308
204,204,0.23112948246870585,5.092212292489534,3268736.6384340404,5.0,25000.0,517.1020163908343,0.23114405634259932,5.5,3020663.460192536,696094.6838030515,706954.1768260339,873672.1651981081,99982.58693960805,168.55930912535572,4.326579150867941
205,205,0.22956683633861097,5.007093230561537,3294051.470641821,5.0,25000.0,517.104598372367,0.22878194977553348,5.5,3045978.978617172,697212.409707318,707960.9393619911,874935.443546127,99983.27890127955,169.20173099781846,4.356029886324698
206,206,0.22802635452669034,5.017433761227957,3319365.3601522245,5.0,25000.0,517.1069229565635,0.2271425498479023,5.5,3071294.3882948584,698318.4745752906,708957.194938066,876186.0891106667,99984.5009651718,169.8056696319812,4.385457997062137
207,207,0.22650753436259552,4.962956867021822,3344678.401585912,5.0,25000.0,517.1091292717693,0.22581892536154685,5.5,3096609.595892424,699412.9982955969,709943.0108476582,877424.228219559,99985.54938079059,170.37072626637067,4.414864180187446
208,208,0.2250098803971669,4.86862988863969,3369990.8950360375,5.0,25000.0,517.1111994598318,0.22643270304201799,5.5,3121924.558428518,700496.09130358,710918.4531026258,878649.9859373628,99986.76096180308,170.9161186814115,4.444249284675372
209,209,0.22353291376461398,4.867273611325772,3395302.2416666555,5.0,25000.0,517.1131984291761,0.2281560374884639,5.5,3147239.2310754657,701567.8649101141,711883.6852293854,879863.4860779897,99987.2334272657,171.5017999566605,4.473614123122048
210,210,0.22207617927156498,4.851005482509649,3420612.281150051,5.0,25000.0,517.1153521578535,0.2295062540578366,5.5,3172553.50758826,702628.4378055868,712838.8517536323,881064.8512172118,99988.03002948695,172.12924292570122,4.5029593145924665
211,211,0.22063923539509236,4.951241536639194,3445920.518171356,5.0,25000.0,517.1176435662326,0.2287979591842613,5.5,3197867.2799819913,703677.9292892291,713784.113781346,882254.2027050393,99988.74704596847,172.7865066240756,4.532285466858733
212,212,0.21922165904117236,5.016464464336041,3471226.880399779,5.0,25000.0,517.1200319513314,0.22559140858110377,5.5,3223180.4013198004,704716.4629609918,714719.5675304104,883431.6606779882,99989.35480374681,173.40638098418574,4.56159306691584
213,213,0.2178230357552995,5.159348068344469,3496531.166076812,5.0,25000.0,517.1222460380244,0.21998958385424006,5.5,3248492.748260794,705744.1579523194,715645.353666993,884597.3440712076,99990.18730712128,173.950117903037,4.590882670111124
214,214,0.21644296632377413,5.001885241933238,3521834.4259639927,5.0,25000.0,517.1241549566967,0.21492428217309806,5.5,3273804.2144838315,706761.1313947148,716561.3971565983,885751.3706304961,99990.8714170284,174.35907523115515,4.620154754782437
215,215,0.21508104318431817,5.016476601625573,3547136.5478667067,5.0,25000.0,517.1255274160711,0.21130806070491762,5.5,3299114.824585861,707767.4791468038,717467.8106230391,886893.856924191,99991.4471555146,174.68857779211538,4.649410218561332
216,216,0.2137368838171848,4.994535976106536,3572437.2413658793,5.0,25000.0,517.1266216663926,0.208119052168195,5.5,3324424.517413971,708763.3098810266,718364.7301098311,888024.9183549504,99992.01989286109,174.94828876879447,4.678649665610958
217,217,0.21241011473939395,5.001967607579331,3597736.324576586,5.0,25000.0,517.1274414552033,0.20489397828083744,5.5,3349733.2387329196,709748.7299318325,719252.2669481916,889144.6691713993,99992.43763548088,175.1478509483533,4.7078737339175225
218,218,0.21110037491355962,4.846639916083275,3623034.460121476,5.0,25000.0,517.1280406830537,0.2035508701718308,5.5,3375040.9411666365,710723.8441059662,720130.4282706326,890253.2224796842,99992.91353905534,175.26423163075947,4.737083012805995
219,219,0.20980730414020166,4.702570995146162,3648332.007991294,5.0,25000.0,517.128349224092,0.2059729359431142,5.5,3400347.6683872016,711688.7444962364,720999.2600991682,891350.6902548881,99993.46209422508,175.36465235191775,4.766278295686789
220,220,0.20853055436026804,4.6829011692403615,3673628.2971143974,5.0,25000.0,517.1286681936477,0.21047579542858041,5.5,3425653.4369010967,712643.5265632395,721858.9427250201,892437.1833523401,99993.85934747162,175.5298685698237,4.79546032507231
221,221,0.20726979732685524,4.751447546071458,3698922.5627892376,5.0,25000.0,517.1292836863997,0.21397256665993641,5.5,3450958.171137196,713588.2976768991,722709.6704911904,893512.8115188173,99994.21307582458,175.78282824649838,4.8246296030436335
222,222,0.2060247186846678,4.7962940393158915,3724214.8284529764,5.0,25000.0,517.1302582270357,0.2153939548896234,5.5,3476261.7579857344,714523.1694425688,723551.5331872824,894577.6834036281,99994.69426135889,176.07145618335872,4.853786508649748
223,223,0.20479500939522927,4.852118427729311,3749504.9725581207,5.0,25000.0,517.1313886668706,0.21512013246642941,5.5,3501564.1159917857,715448.248459652,724384.6236145444,895631.9065695922,99994.96189744658,176.36713535673078,4.882931488189356
224,224,0.20358037004319104,4.8251585270517,3774793.2659617667,5.0,25000.0,517.132553901638,0.21461824673271118,5.5,3526865.1593375625,716363.6405354221,725208.9978651125,896675.5875038962,99995.28473522191,176.63176982351496,4.912064949031397
225,225,0.20238050505533897,4.800646078796531,3800079.9117726344,5.0,25000.0,517.1336209827223,0.21502171334342676,5.5,3552164.8524592603,717269.444419659,726024.7161727819,897708.8316288572,99995.70018461024,176.87534752143947,4.941187392167836
226,226,0.20119512589290917,4.784893875934362,3825364.801848097,5.0,25000.0,517.1346554667344,0.2157191655840088,5.5,3577463.163248974,718165.757437846,726831.8718620985,898731.7433125685,99995.89376955444,177.11997201701513,4.970299332858955
227,227,0.2000239544974915,4.9123657260498845,3850647.2655323325,5.0,25000.0,517.1357293009258,0.21432667896694302,5.5,3602760.0305262213,719052.6800069102,727630.6425179155,899744.4258794435,99996.08407389466,177.36793137764872,4.999401209281366
